idiom,submission,category,rating,likes,dislikes,reports,idiom_indices,idiom_words,lemmas,words
basamak yapmak,Özel sektörde bir basamak yaptırmak bile haftalar sürüyor,nonidiom,0.0,0,4,0,"[3, 4]","['basamak', 'yaptırmak']","['özel', 'sektör', 'bir', 'basamak', 'yapmak', 'bilmek', 'hafta', 'sürümek']","['Özel', 'sektörde', 'bir', 'basamak', 'yaptırmak', 'bile', 'haftalar', 'sürüyor']"
basamak yapmak,Bir evde basamak olması o evi ihtişamlı yapıyor.,nonidiom,0.6,3,2,0,"[2, 7]","['basamak', 'yapıyor']","['bir', 'ev', 'basamak', 'olmak', 'o', 'ev', 'ihtişam', 'yapmak', '.']","['Bir', 'evde', 'basamak', 'olması', 'o', 'evi', 'ihtişamlı', 'yapıyor', '.']"
basamak yapmak,Her işi basamaklara bölüp öyle yapmak lazım bence.,nonidiom,0.75,3,1,0,"[2, 5]","['basamaklara', 'yapmak']","['her', 'iş', 'basamak', 'bölmek', 'öyle', 'yapmak', 'lazım', 'bence', '.']","['Her', 'işi', 'basamaklara', 'bölüp', 'öyle', 'yapmak', 'lazım', 'bence', '.']"
basamak yapmak,Bu işler basamak basamak bir kere de yapamazsın.,nonidiom,0.2,1,3,1,"[3, 7]","['basamak', 'yapamazsın']","['bu', 'işlemek', 'basamak', 'basamak', 'bir', 'ker', 'de', 'yapmak', '.']","['Bu', 'işler', 'basamak', 'basamak', 'bir', 'kere', 'de', 'yapamazsın', '.']"
basamak yapmak,İkinci basamaktan önce başvurumuzu yapmamız bekleniyor,nonidiom,0.8,4,1,0,"[1, 4]","['basamaktan', 'yapmamız']","['ikinci', 'basamak', 'ön', 'başvuru', 'yapmak', 'bek']","['İkinci', 'basamaktan', 'önce', 'başvurumuzu', 'yapmamız', 'bekleniyor']"
basamak yapmak,Basamağını yaptığım insanlar beni basamak yaptı.,nonidiom,0.0,0,4,0,"[0, 1]","['Basamağını', 'yaptığım']","['basamak', 'yapmak', 'insan', 'ben', 'basamak', 'yapmak', '.']","['Basamağını', 'yaptığım', 'insanlar', 'beni', 'basamak', 'yaptı', '.']"
basamak yapmak,merdivene daha sağlam basamaklar yaptılar,nonidiom,0.75,3,1,0,"[3, 4]","['basamaklar', 'yaptılar']","['merdiven', 'daha', 'sağlam', 'basamak', 'yapmak']","['merdivene', 'daha', 'sağlam', 'basamaklar', 'yaptılar']"
basamak yapmak,Dersi yaptıktan sonra basamaklardan koşar adım indi,nonidiom,0.6,3,2,0,"[3, 1]","['basamaklardan', 'yaptıktan']","['ders', 'yapmak', 'sonra', 'basamak', 'Koşar', 'adım', 'indî']","['Dersi', 'yaptıktan', 'sonra', 'basamaklardan', 'koşar', 'adım', 'indi']"
basamak yapmak,Basamak basamak yapacaksın bu merdivenleri.,nonidiom,0.5,2,2,0,"[1, 2]","['basamak', 'yapacaksın']","['basamak', 'basamak', 'yapmak', 'bu', 'merdiven', '.']","['Basamak', 'basamak', 'yapacaksın', 'bu', 'merdivenleri', '.']"
basamak yapmak,Sınavın son basamağındaki soruyu yapamadım.,nonidiom,0.5,2,2,0,"[2, 4]","['basamağındaki', 'yapamadım']","['sınav', 'son', 'basamak', 'soru', 'yapmak', '.']","['Sınavın', 'son', 'basamağındaki', 'soruyu', 'yapamadım', '.']"
basamak yapmak,Merdivene basamak yapmadan eve ulaşamazsınız.,nonidiom,0.75,3,1,0,"[1, 2]","['basamak', 'yapmadan']","['merdiven', 'basamak', 'yapmak', 'ev', 'ulaşmak', '.']","['Merdivene', 'basamak', 'yapmadan', 'eve', 'ulaşamazsınız', '.']"
basamak yapmak,Legolar ile yaptığı basamak sadece çocukları eğlendirmişti.,nonidiom,0.75,3,1,0,"[3, 2]","['basamak', 'yaptığı']","['Lego', 'ile', 'yapmak', 'basamak', 'Sade', 'Çocuk', 'eğlenmek', '.']","['Legolar', 'ile', 'yaptığı', 'basamak', 'sadece', 'çocukları', 'eğlendirmişti', '.']"
basamak yapmak,Sonraki basamakları düşünmeden iş yaparsan olacağı bu.,nonidiom,0.5,1,1,0,"[1, 4]","['basamakları', 'yaparsan']","['sonra', 'basamak', 'düşünmek', 'iş', 'yapmak', 'olacağı', 'bu', '.']","['Sonraki', 'basamakları', 'düşünmeden', 'iş', 'yaparsan', 'olacağı', 'bu', '.']"
basamak yapmak,"Seni dinleyip basamak yaptık da ne oldu, yine kenardan atlayarak giriyorlar binaya.",nonidiom,0.75,3,1,0,"[2, 3]","['basamak', 'yaptık']","['se', 'dinlemek', 'basamak', 'yapmak', 'da', 'Ne', 'olmak', ',', 'yine', 'kenar', 'atlamak', 'girmek', 'Binay', '.']","['Seni', 'dinleyip', 'basamak', 'yaptık', 'da', 'ne', 'oldu', ',', 'yine', 'kenardan', 'atlayarak', 'giriyorlar', 'binaya', '.']"
basamak yapmak,Şu basamakları biraz çabuk yapın.,nonidiom,1.0,4,0,0,"[1, 4]","['basamakları', 'yapın']","['şu', 'basamak', 'biraz', 'çabuk', 'yapmak', '.']","['Şu', 'basamakları', 'biraz', 'çabuk', 'yapın', '.']"
basamak yapmak,Şu son basamağı da yaptık mı sınavı geçtik.,nonidiom,1.0,4,0,0,"[2, 4]","['basamağı', 'yaptık']","['şu', 'son', 'basamak', 'da', 'yapmak', 'mı', 'sınav', 'geç', '.']","['Şu', 'son', 'basamağı', 'da', 'yaptık', 'mı', 'sınavı', 'geçtik', '.']"
basamak yapmak,Okulun basamaklarını yapan firma hiç ücret almamış.,nonidiom,0.6666666666666666,4,2,0,"[1, 2]","['basamaklarını', 'yapan']","['okul', 'basamak', 'yapmak', 'firma', 'hiç', 'ücret', 'almak', '.']","['Okulun', 'basamaklarını', 'yapan', 'firma', 'hiç', 'ücret', 'almamış', '.']"
basamak yapmak,En kötü buraya üç basamak yaparım,nonidiom,0.75,3,1,0,"[4, 5]","['basamak', 'yaparım']","['en', 'kötü', 'bura', 'üç', 'basamak', 'yapmak']","['En', 'kötü', 'buraya', 'üç', 'basamak', 'yaparım']"
basamak yapmak,Basamak yapan ustalar yorulup dinlenmek için çimlere oturdu.,nonidiom,0.8,4,1,0,"[0, 1]","['Basamak', 'yapan']","['basamak', 'yapmak', 'us', 'yormak', 'din', 'iç', 'çim', 'oturmak', '.']","['Basamak', 'yapan', 'ustalar', 'yorulup', 'dinlenmek', 'için', 'çimlere', 'oturdu', '.']"
basamak yapmak,Ev için yaptığı merdiven basamaklarını birbir çıkıyordu.,nonidiom,0.75,3,1,0,"[4, 2]","['basamaklarını', 'yaptığı']","['ev', 'iç', 'yapmak', 'merdiven', 'basamak', 'birbir', 'çıkmak', '.']","['Ev', 'için', 'yaptığı', 'merdiven', 'basamaklarını', 'birbir', 'çıkıyordu', '.']"
basamak yapmak,İki basamakta yapalım bu projeyi,nonidiom,0.75,3,1,0,"[1, 2]","['basamakta', 'yapalım']","['iki', 'basamak', 'yapmak', 'bu', 'proje']","['İki', 'basamakta', 'yapalım', 'bu', 'projeyi']"
basamak yapmak,"Basamakta üç kişi oturmuş, sınav öncesi son hazırlıklarını yapıyorlar...",nonidiom,0.75,3,1,0,"[0, 9]","['Basamakta', 'yapıyorlar']","['basamak', 'üç', 'kişi', 'oturmak', ',', 'sınav', 'ön', 'son', 'hazır', 'yapmak', '...']","['Basamakta', 'üç', 'kişi', 'oturmuş', ',', 'sınav', 'öncesi', 'son', 'hazırlıklarını', 'yapıyorlar', '...']"
basamak yapmak,Ferit usta binanın basamaklarını yapmaya başlamış.,nonidiom,0.8,4,1,0,"[3, 4]","['basamaklarını', 'yapmaya']","['Ferit', 'us', 'bina', 'basamak', 'yapmak', 'başlamak', '.']","['Ferit', 'usta', 'binanın', 'basamaklarını', 'yapmaya', 'başlamış', '.']"
basamak yapmak,Terfi edebilmek için beni basamak yaptı.,nonidiom,0.4,2,3,0,"[4, 5]","['basamak', 'yaptı']","['terfi', 'etmek', 'iç', 'ben', 'basamak', 'yapmak', '.']","['Terfi', 'edebilmek', 'için', 'beni', 'basamak', 'yaptı', '.']"
basamak yapmak,Merdiven basamaklarında vals yapanları görünce benim de dans kursuna yazılasım geldi,nonidiom,0.75,3,1,0,"[1, 3]","['basamaklarında', 'yapanları']","['merdiven', 'basamak', 'vals', 'yapmak', 'görmek', 'ben', 'de', 'dans', 'kurs', 'yazmak', 'gelmek']","['Merdiven', 'basamaklarında', 'vals', 'yapanları', 'görünce', 'benim', 'de', 'dans', 'kursuna', 'yazılasım', 'geldi']"
basamak yapmak,Ölçü mastarları basamaklarının pürüzsüz yapılması hassaslık için önemlidir.,nonidiom,0.75,3,1,0,"[2, 4]","['basamaklarının', 'yapılması']","['ölçü', 'mastar', 'basamak', 'pürüz', 'yapmak', 'hassas', 'iç', 'önem', '.']","['Ölçü', 'mastarları', 'basamaklarının', 'pürüzsüz', 'yapılması', 'hassaslık', 'için', 'önemlidir', '.']"
basamak yapmak,Basamağı yapılmış merdivenlere bayılıyorum.,nonidiom,0.75,3,1,0,"[0, 1]","['Basamağı', 'yapılmış']","['basamak', 'yapmak', 'merdiven', 'baymak', '.']","['Basamağı', 'yapılmış', 'merdivenlere', 'bayılıyorum', '.']"
basamak yapmak,Basamak basamak yapılan bu ev için bir hayli çalışmıştık.,nonidiom,0.75,3,1,0,"[1, 2]","['basamak', 'yapılan']","['basamak', 'basamak', 'yapmak', 'bu', 'ev', 'iç', 'bir', 'hayli', 'çalışmak', '.']","['Basamak', 'basamak', 'yapılan', 'bu', 'ev', 'için', 'bir', 'hayli', 'çalışmıştık', '.']"
basamak yapmak,Basamak mı yapıldı girişe?,nonidiom,0.75,3,1,0,"[0, 2]","['Basamak', 'yapıldı']","['basamak', 'mı', 'yapmak', 'giriş', '?']","['Basamak', 'mı', 'yapıldı', 'girişe', '?']"
basamak yapmak,"Basamağımız yapılmış, artık çıkabiliriz.",nonidiom,1.0,4,0,0,"[0, 1]","['Basamağımız', 'yapılmış']","['basamak', 'yapmak', ',', 'artık', 'çıkmak', '.']","['Basamağımız', 'yapılmış', ',', 'artık', 'çıkabiliriz', '.']"
basamak yapmak,Yapılan basamaklardan üçer üçer çıktı odasına,nonidiom,0.75,3,1,0,"[1, 0]","['basamaklardan', 'Yapılan']","['yapmak', 'basamak', 'Üçer', 'Üçer', 'çıktı', 'oda']","['Yapılan', 'basamaklardan', 'üçer', 'üçer', 'çıktı', 'odasına']"
basamak yapmak,Yapılan basamakların kalitesini nasıl buldun?,nonidiom,0.75,3,1,0,"[1, 0]","['basamakların', 'Yapılan']","['yapmak', 'basamak', 'kalite', 'nasıl', 'bul', '?']","['Yapılan', 'basamakların', 'kalitesini', 'nasıl', 'buldun', '?']"
basamak yapmak,Basamakları duvarın dibine yapmam savaşta bana avantaj sağladı.,nonidiom,0.75,3,1,0,"[0, 3]","['Basamakları', 'yapmam']","['basamak', 'duvar', 'dip', 'yapmak', 'savaş', 'banmak', 'avantaj', 'sağlamak', '.']","['Basamakları', 'duvarın', 'dibine', 'yapmam', 'savaşta', 'bana', 'avantaj', 'sağladı', '.']"
basamak yapmak,Basamaksız yapılan merdiven mi olur?,nonidiom,1.0,4,0,0,"[0, 1]","['Basamaksız', 'yapılan']","['basamak', 'yapmak', 'merdiven', 'mi', 'olmak', '?']","['Basamaksız', 'yapılan', 'merdiven', 'mi', 'olur', '?']"
basamak yapmak,Basamaklar eğer ki sağlam yapılıyorsa yüksek mukavemetli olabilirler.,nonidiom,0.75,3,1,0,"[0, 4]","['Basamaklar', 'yapılıyorsa']","['basamak', 'eğer', 'ki', 'sağlam', 'yapmak', 'Yüksek', 'mukavemet', 'olmak', '.']","['Basamaklar', 'eğer', 'ki', 'sağlam', 'yapılıyorsa', 'yüksek', 'mukavemetli', 'olabilirler', '.']"
basamak yapmak,Üç basamaklı bir merdiven yapmayı öğrendim.,nonidiom,0.6,3,2,0,"[1, 4]","['basamaklı', 'yapmayı']","['üç', 'basamak', 'bir', 'merdiven', 'yapmak', 'öğrenmek', '.']","['Üç', 'basamaklı', 'bir', 'merdiven', 'yapmayı', 'öğrendim', '.']"
basamak yapmak,Yapılan basamakta iki kişi oturmuş.,nonidiom,0.75,3,1,0,"[1, 0]","['basamakta', 'Yapılan']","['yapmak', 'basamak', 'iki', 'kişi', 'oturmak', '.']","['Yapılan', 'basamakta', 'iki', 'kişi', 'oturmuş', '.']"
basamak yapmak,Ahmet abi basamak yapıldı mi bizin evin?,nonidiom,0.75,3,1,0,"[2, 3]","['basamak', 'yapıldı']","['Ahmet', 'abi', 'basamak', 'yapmak', 'mi', 'biz', 'ev', '?']","['Ahmet', 'abi', 'basamak', 'yapıldı', 'mi', 'bizin', 'evin', '?']"
başa geçmek,Biden Ocak'ta Amerika'nın başına geçecek gibi duruyor.,idiom,1.0,2,0,0,"[3, 4]","['başına', 'geçecek']","['bide', 'Ocak', 'Amerikan', 'baş', 'geçmek', 'gibi', 'durmak', '.']","['Biden', ""Ocak'ta"", ""Amerika'nın"", 'başına', 'geçecek', 'gibi', 'duruyor', '.']"
başa geçmek,Bu işten ancak en başa ben geçersem kurtulabiliriz.,idiom,1.0,4,0,0,"[4, 6]","['başa', 'geçersem']","['bu', 'iş', 'ancak', 'en', 'baş', 'ben', 'geçmek', 'kurtulmak', '.']","['Bu', 'işten', 'ancak', 'en', 'başa', 'ben', 'geçersem', 'kurtulabiliriz', '.']"
başa geçmek,Bugün başa o parti geçse ne yapacaksınız acaba?,idiom,1.0,4,0,0,"[1, 4]","['başa', 'geçse']","['bugün', 'baş', 'o', 'parti', 'geçmek', 'Ne', 'yapmak', 'acaba', '?']","['Bugün', 'başa', 'o', 'parti', 'geçse', 'ne', 'yapacaksınız', 'acaba', '?']"
başa geçmek,"Az kaldı, görevimin başına geçince tüm olanların hesabını soracağım",idiom,1.0,3,0,0,"[4, 5]","['başına', 'geçince']","['Az', 'kal', ',', 'görev', 'baş', 'geçmek', 'tüm', 'olmak', 'hesap', 'sormak']","['Az', 'kaldı', ',', 'görevimin', 'başına', 'geçince', 'tüm', 'olanların', 'hesabını', 'soracağım']"
başa geçmek,O kurumun başına geçtiğinde neler hissettin?,idiom,1.0,4,0,0,"[2, 3]","['başına', 'geçtiğinde']","['o', 'kur', 'baş', 'geçmek', 'Ne', 'hissetmek', '?']","['O', 'kurumun', 'başına', 'geçtiğinde', 'neler', 'hissettin', '?']"
başa geçmek,Çok büyük vaadlerle hükümetin başına geçmişti oysa!,idiom,1.0,3,0,0,"[4, 5]","['başına', 'geçmişti']","['çok', 'büyük', 'vaadlerle', 'hükümetin', 'baş', 'geçmek', 'oymak', '!']","['Çok', 'büyük', 'vaadlerle', 'hükümetin', 'başına', 'geçmişti', 'oysa', '!']"
başa geçmek,Başına geçtiği her kurumu batırdı,idiom,1.0,4,0,0,"[0, 1]","['Başına', 'geçtiği']","['baş', 'geçmek', 'her', 'kur', 'batırmak']","['Başına', 'geçtiği', 'her', 'kurumu', 'batırdı']"
başa geçmek,Derhal ana muhalefetin başına Ahmet Başkan geçmeli çok geç olmadan.,idiom,1.0,4,0,0,"[3, 6]","['başına', 'geçmeli']","['derhâl', 'ana', 'muhalefet', 'baş', 'Ahmet', 'başkan', 'geçmek', 'çok', 'geçmek', 'olmak', '.']","['Derhal', 'ana', 'muhalefetin', 'başına', 'Ahmet', 'Başkan', 'geçmeli', 'çok', 'geç', 'olmadan', '.']"
başa geçmek,Bando takımının başına mı geçmiş?,idiom,1.0,4,0,0,"[2, 4]","['başına', 'geçmiş']","['bando', 'takım', 'baş', 'mı', 'geçmek', '?']","['Bando', 'takımının', 'başına', 'mı', 'geçmiş', '?']"
başa geçmek,Birileri başa geçmek için mücadele veriyor,idiom,1.0,4,0,0,"[1, 2]","['başa', 'geçmek']","['biri', 'baş', 'geçmek', 'için', 'mücadele', 'veriyor']","['Birileri', 'başa', 'geçmek', 'için', 'mücadele', 'veriyor']"
başa geçmek,Yarın babam geçse başa yine muhalefet ederim.,idiom,1.0,4,0,0,"[3, 2]","['başa', 'geçse']","['yarın', 'baba', 'geçmek', 'baş', 'yine', 'muhalefet', 'eder', '.']","['Yarın', 'babam', 'geçse', 'başa', 'yine', 'muhalefet', 'ederim', '.']"
başa geçmek,"Ülkenin başına geçtikleri günden beri, başımız dertten kurtulmadı",idiom,1.0,4,0,0,"[1, 2]","['başına', 'geçtikleri']","['ülke', 'baş', 'geçmek', 'gün', 'Beri', ',', 'baş', 'dert', 'kurtulmak']","['Ülkenin', 'başına', 'geçtikleri', 'günden', 'beri', ',', 'başımız', 'dertten', 'kurtulmadı']"
başa geçmek,Başına geçtiği hangi kurumu ileri taşıyabildi ki?,idiom,1.0,4,0,0,"[0, 1]","['Başına', 'geçtiği']","['baş', 'geçmek', 'hangi', 'kur', 'ileri', 'taşımak', 'ki', '?']","['Başına', 'geçtiği', 'hangi', 'kurumu', 'ileri', 'taşıyabildi', 'ki', '?']"
başa geçmek,Başımıza bu adam mı geçecekmiş gerçekten?,idiom,1.0,3,0,0,"[0, 4]","['Başımıza', 'geçecekmiş']","['baş', 'bu', 'adam', 'mı', 'geçmek', 'gerçekten', '?']","['Başımıza', 'bu', 'adam', 'mı', 'geçecekmiş', 'gerçekten', '?']"
başa geçmek,Aile şirketinin başına o mu geçecekmiş?,idiom,1.0,4,0,0,"[2, 5]","['başına', 'geçecekmiş']","['aile', 'şirket', 'baş', 'o', 'Mu', 'geçmek', '?']","['Aile', 'şirketinin', 'başına', 'o', 'mu', 'geçecekmiş', '?']"
başa geçmek,bu tarikatçılar da pusuda bekliyorlar başa geçmek için,idiom,1.0,4,0,0,"[5, 6]","['başa', 'geçmek']","['bu', 'tarikat', 'da', 'pusu', 'beklemek', 'baş', 'geçmek', 'için']","['bu', 'tarikatçılar', 'da', 'pusuda', 'bekliyorlar', 'başa', 'geçmek', 'için']"
başa geçmek,Başlarına kim geçecekmiş bundan sonra?,idiom,1.0,3,0,0,"[0, 2]","['Başlarına', 'geçecekmiş']","['baş', 'kim', 'geçmek', 'bun', 'sonra', '?']","['Başlarına', 'kim', 'geçecekmiş', 'bundan', 'sonra', '?']"
başa geçmek,Başına geçtiği kurumun çalışanlarının çok şanslı olduğunu düşünüyorum,idiom,1.0,4,0,0,"[0, 1]","['Başına', 'geçtiği']","['baş', 'geçmek', 'kur', 'çalışmak', 'çok', 'şans', 'olmak', 'düşünmek']","['Başına', 'geçtiği', 'kurumun', 'çalışanlarının', 'çok', 'şanslı', 'olduğunu', 'düşünüyorum']"
başa geçmek,Arkadaşım bu şirketin başına geçtiğinde daha çocuk yaşlardaydı,idiom,1.0,4,0,0,"[3, 4]","['başına', 'geçtiğinde']","['arkadaş', 'bu', 'şirket', 'baş', 'geçmek', 'daha', 'çocuk', 'yaş']","['Arkadaşım', 'bu', 'şirketin', 'başına', 'geçtiğinde', 'daha', 'çocuk', 'yaşlardaydı']"
başa geçmek,Başından geçenleri bana anlatmaya başladı.,idiom,0.5,1,1,0,"[0, 1]","['Başından', 'geçenleri']","['baş', 'geçmek', 'Ba', 'anlamak', 'başlamak', '.']","['Başından', 'geçenleri', 'bana', 'anlatmaya', 'başladı', '.']"
başa geçmek,Başa kim geçecek karar verelim,idiom,1.0,4,0,0,"[0, 2]","['Başa', 'geçecek']","['baş', 'kim', 'geçmek', 'karar', 'vermek']","['Başa', 'kim', 'geçecek', 'karar', 'verelim']"
başa geçmek,Başa geçince ne olacak?,idiom,1.0,3,0,0,"[0, 1]","['Başa', 'geçince']","['baş', 'geçmek', 'Ne', 'olmak', '?']","['Başa', 'geçince', 'ne', 'olacak', '?']"
başa geçmek,Bu seneki yarışta ben başa geçtim.,idiom,1.0,4,0,0,"[4, 5]","['başa', 'geçtim']","['bu', 'sene', 'yarış', 'ben', 'baş', 'geçmek', '.']","['Bu', 'seneki', 'yarışta', 'ben', 'başa', 'geçtim', '.']"
başa geçmek,Korona virüs tüm dünya gündeminde yine başa geçti.,idiom,1.0,3,0,0,"[6, 7]","['başa', 'geçti']","['koro', 'virüs', 'tüm', 'dünya', 'gündem', 'yine', 'baş', 'geçmek', '.']","['Korona', 'virüs', 'tüm', 'dünya', 'gündeminde', 'yine', 'başa', 'geçti', '.']"
başa geçmek,Sıralamada yine en başa ben geçtim.,idiom,1.0,4,0,0,"[3, 5]","['başa', 'geçtim']","['sıralamak', 'yine', 'en', 'baş', 'ben', 'geçmek', '.']","['Sıralamada', 'yine', 'en', 'başa', 'ben', 'geçtim', '.']"
başa geçmek,Başa geçtin de ne oldu?,idiom,1.0,3,0,0,"[0, 1]","['Başa', 'geçtin']","['baş', 'geçmek', 'demek', 'Ne', 'olmak', '?']","['Başa', 'geçtin', 'de', 'ne', 'oldu', '?']"
başa geçmek,Bu küçücük kız bu çetenin başına nasıl geçmiş?,idiom,1.0,2,0,0,"[5, 7]","['başına', 'geçmiş']","['bu', 'küçücük', 'kızmak', 'bu', 'çete', 'baş', 'nasıl', 'geçmek', '?']","['Bu', 'küçücük', 'kız', 'bu', 'çetenin', 'başına', 'nasıl', 'geçmiş', '?']"
başa geçmek,Rakibini eleyerek başa geçti .,idiom,1.0,4,0,0,"[2, 3]","['başa', 'geçti']","['Rakîb', 'elemek', 'baş', 'geçmek', '.']","['Rakibini', 'eleyerek', 'başa', 'geçti', '.']"
başa geçmek,Çünkü herkes başa geçmek için birbirini ezecek ve bu iç kavgada hem kendilerinin hem de devletin başını yiyeceklerdir.,idiom,1.0,4,0,0,"[2, 3]","['başa', 'geçmek']","['çünkü', 'herkes', 'baş', 'geçmek', 'için', 'birbiri', 'ezmek', 've', 'bu', 'içmek', 'kavga', 'hem', 'kendi', 'hem', 'demek', 'devlet', 'baş', 'yemek', '.']","['Çünkü', 'herkes', 'başa', 'geçmek', 'için', 'birbirini', 'ezecek', 've', 'bu', 'iç', 'kavgada', 'hem', 'kendilerinin', 'hem', 'de', 'devletin', 'başını', 'yiyeceklerdir', '.']"
başa geçmek,Tüm ekibin başına onun geçmesini sindirebilmem mümkün değil,idiom,1.0,3,0,0,"[2, 4]","['başına', 'geçmesini']","['tüm', 'ekip', 'baş', 'onmak', 'geçmek', 'sindirmek', 'mümkün', 'değmek']","['Tüm', 'ekibin', 'başına', 'onun', 'geçmesini', 'sindirebilmem', 'mümkün', 'değil']"
başa geçmek,Bu kız ülkenin başına geçmeli başka bir şey demiyorum.,idiom,1.0,4,0,0,"[3, 4]","['başına', 'geçmeli']","['bu', 'kızmak', 'ülke', 'baş', 'geçmek', 'başka', 'bir', 'şey', 'demek', '.']","['Bu', 'kız', 'ülkenin', 'başına', 'geçmeli', 'başka', 'bir', 'şey', 'demiyorum', '.']"
başa geçmek,Bu kurumun başına geçmek için kırk fırın ekmek yemelisin,idiom,1.0,3,0,0,"[2, 3]","['başına', 'geçmek']","['bu', 'kur', 'baş', 'geçmek', 'için', 'kırk', 'fır', 'ekmek', 'yemek']","['Bu', 'kurumun', 'başına', 'geçmek', 'için', 'kırk', 'fırın', 'ekmek', 'yemelisin']"
başa geçmek,Bir işin başına da sen geçme kardeşim!,idiom,1.0,4,0,0,"[2, 5]","['başına', 'geçme']","['bir', 'iş', 'baş', 'da', 'sen', 'geçmek', 'kardeş', '!']","['Bir', 'işin', 'başına', 'da', 'sen', 'geçme', 'kardeşim', '!']"
başa geçmek,Projenin başına geçtim sonunda.,idiom,1.0,2,0,0,"[1, 2]","['başına', 'geçtim']","['proje', 'baş', 'geçmek', 'sonunda', '.']","['Projenin', 'başına', 'geçtim', 'sonunda', '.']"
başa geçmek,Şirketin başına onun geçeceğine nasıl inandın?,idiom,0.75,3,0,1,"[1, 3]","['başına', 'geçeceğine']","['şirket', 'baş', 'onmak', 'geçmek', 'nasıl', 'inan', '?']","['Şirketin', 'başına', 'onun', 'geçeceğine', 'nasıl', 'inandın', '?']"
başa geçmek,En küçük oğlu başa geçti.,idiom,1.0,4,0,0,"[3, 4]","['başa', 'geçti']","['en', 'Küçük', 'oğul', 'baş', 'geçmek', '.']","['En', 'küçük', 'oğlu', 'başa', 'geçti', '.']"
başa geçmek,Bölümün başına sizin geçmenizden başka çıkar yol göremiyorum.,idiom,1.0,3,0,0,"[1, 3]","['başına', 'geçmenizden']","['bölüm', 'baş', 'siz', 'geçmek', 'başka', 'çıkar', 'yolmak', 'görmek', '.']","['Bölümün', 'başına', 'sizin', 'geçmenizden', 'başka', 'çıkar', 'yol', 'göremiyorum', '.']"
başa geçmek,Sonunda aile şirketinin başına geçtim.,idiom,1.0,4,0,0,"[3, 4]","['başına', 'geçtim']","['sonunda', 'aile', 'şirket', 'baş', 'geçmek', '.']","['Sonunda', 'aile', 'şirketinin', 'başına', 'geçtim', '.']"
başa geçmek,Schumacher yarışın sonuna doğru başa geçti.,idiom,1.0,2,0,0,"[4, 5]","['başa', 'geçti']","['Schumacher', 'yarış', 'son', 'doğru', 'baş', 'geçmek', '.']","['Schumacher', 'yarışın', 'sonuna', 'doğru', 'başa', 'geçti', '.']"
başa geçmek,Başa geçsin istemedik doğrusu.,idiom,1.0,4,0,0,"[0, 1]","['Başa', 'geçsin']","['baş', 'geçmek', 'istemek', 'doğrusu', '.']","['Başa', 'geçsin', 'istemedik', 'doğrusu', '.']"
başa geçmek,Buradan her geçtiğinde başına kötü bir şey geleceğine inanıyor,nonidiom,1.0,4,0,0,"[3, 2]","['başına', 'geçtiğinde']","['bura', 'her', 'geçmek', 'baş', 'kötü', 'bir', 'şey', 'gelecek', 'inanmak']","['Buradan', 'her', 'geçtiğinde', 'başına', 'kötü', 'bir', 'şey', 'geleceğine', 'inanıyor']"
başa geçmek,Bu kez de sen sıranın başına geç bakalım!,nonidiom,0.75,3,1,0,"[5, 6]","['başına', 'geç']","['bu', 'kez', 'demek', 'sen', 'sıra', 'baş', 'geçmek', 'bakmak', '!']","['Bu', 'kez', 'de', 'sen', 'sıranın', 'başına', 'geç', 'bakalım', '!']"
başa geçmek,Listede başa geçen gidiyor.,nonidiom,1.0,2,0,0,"[1, 2]","['başa', 'geçen']","['liste', 'baş', 'geçmek', 'gitmek', '.']","['Listede', 'başa', 'geçen', 'gidiyor', '.']"
başa geçmek,Başından geçenleri anlatmak ister misin?,nonidiom,1.0,4,0,0,"[0, 1]","['Başından', 'geçenleri']","['baş', 'geçmek', 'anlamak', 'istemek', 'mi', '?']","['Başından', 'geçenleri', 'anlatmak', 'ister', 'misin', '?']"
başa geçmek,"Lütfen sıranın başına geçme, düzeni bozuyorsun",nonidiom,1.0,4,0,0,"[2, 3]","['başına', 'geçme']","['lütfen', 'sıra', 'baş', 'geçmek', ',', 'düzen', 'bozmak']","['Lütfen', 'sıranın', 'başına', 'geçme', ',', 'düzeni', 'bozuyorsun']"
başa geçmek,Bundan sonra başından geçenleri kafana takma,nonidiom,1.0,4,0,0,"[2, 3]","['başından', 'geçenleri']","['bun', 'sonra', 'baş', 'geçmek', 'kafa', 'takmak']","['Bundan', 'sonra', 'başından', 'geçenleri', 'kafana', 'takma']"
başa geçmek,Yolun karşısına geçerken başını tutuyordu,nonidiom,1.0,4,0,0,"[3, 2]","['başını', 'geçerken']","['yolmak', 'karşı', 'geçmek', 'baş', 'tutmak']","['Yolun', 'karşısına', 'geçerken', 'başını', 'tutuyordu']"
başa geçmek,Beynimi zonklatan şu baş ağrısı geçmeli artık.,nonidiom,1.0,4,0,0,"[3, 5]","['baş', 'geçmeli']","['beyin', 'zonklamak', 'şu', 'baş', 'Ağrı', 'geçmek', 'artık', '.']","['Beynimi', 'zonklatan', 'şu', 'baş', 'ağrısı', 'geçmeli', 'artık', '.']"
